TransactionNumber,Timestamp,AccountNumber,TransactionType,Amount,Currency,Description,TransactionStatus,TransactionMethod,TransactionOrigin,TransactionReferenceNumber,DestinationAccountID,DestinationCustomerName,DestinationBankID,DestinationCountry,TransactionFees,TransactionAuthorizationMethod,TransactionLocation,money_laundering,CustomerName
1000006163,2024-04-28 14:00:25,1000000034,Withdrawal,150.0,AUD,Cash Withdrawal,Completed,Cash,ATM,REF1000005062,nil,nil,nil,nil,0.0,Authentication,Busselton,0,
1000006164,2024-04-28 14:15:35,1000000043,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006229,nil,nil,nil,nil,0.0,Authentication,Hobart,0,
1000006165,2024-04-28 14:20:35,1000000007,Transfer,100.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000809,1000000043,Laura Anderson,BSB345678,Australia,0.0,Limits,Hobart,0,
1000006166,2024-04-28 14:20:35,1000000008,Deposit,50.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000941,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006167,2024-04-28 14:25:35,1000000021,Purchase,40.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003178,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Authentication,Australia,0,
1000006168,2024-04-28 14:30:20,1000000001,Purchase,70.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000000090,1000000022,Joseph Young,BSB123457,Australia,0.0,Authentication,Australia,0,
1000006169,2024-04-28 14:30:35,1000000046,Deposit,400.0,AUD,Part-time Job Payment,Completed,Electronic Transfer,Online Banking,REF1000006921,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006170,2024-04-28 14:30:50,1000000045,Deposit,250.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006468,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000006171,2024-04-28 14:30:50,1000000048,Transfer,250.0,AUD,Sibling Support,Completed,Online Banking,Online Banking,REF1000007160,1000000030,Joshua Anderson,BSB123465,Australia,2.0,Limits,Australia,0,
1000006172,2024-04-28 14:35:20,1000000010,Failed,70.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000001430,1000000039,Dorothy White,BSB123123,Australia,1.5,Limits,Coffs Harbour,0,
1000006173,2024-04-28 14:35:20,1000000017,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000002600,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006174,2024-04-28 14:35:20,1000000028,Deposit,100.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000004340,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006175,2024-04-28 14:35:30,1000000011,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000001551,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006176,2024-04-28 14:50:20,1000000038,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000005600,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006177,2024-04-28 14:55:20,1000000030,Purchase,70.0,AUD,Grocery shopping,Completed,Debit Card,POS,REF1000004580,Supermarket456,Local Supermarket,BSBSupermarket,Australia,0.0,Authorisation workflow,Australia,0,
1000006178,2024-04-28 15:20:40,1000000019,Withdrawal,150.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000002881,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006179,2024-04-28 15:40:55,1000000001,Deposit,350.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000072,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006180,2024-04-28 16:30:50,1000000015,Purchase,70.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000002360,1000000031,Betty Thomas,BSB123456,Australia,0.0,Authentication,Australia,0,
1000006181,2024-04-28 16:35:15,1000000050,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000007461,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006182,2024-04-28 16:35:50,1000000036,Transfer,300.0,AUD,Friend's Birthday Gift Transfer,Completed,Online Banking,Online Banking,REF1000005359,1000000028,Paul Harris,BSB123463,Australia,0.0,Authorisation workflow,Australia,0,
1000006183,2024-04-28 16:35:55,1000000022,Purchase,70.0,AUD,Clothing Shopping,Completed,Online Banking,Online Banking,REF1000003469,1000000043,Laura Anderson,BSB345678,Australia,0.0,Limits,Australia,0,
1000006184,2024-04-28 16:40:30,1000000042,Purchase,70.0,AUD,Clothing Shopping,Completed,Online Banking,Online Banking,REF1000006079,1000000052,Christopher Allen,BSB123459,Australia,0.0,Limits,Australia,0,
1000006185,2024-04-29 04:26:43,1000000021,Transfer,1100.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007776,1000000040,Christopher Taylor,BSB321321,Australia,11.0,Authentication,"Sydney, Australia",1,
1000006186,2024-04-29 09:30:40,1000000006,Purchase,70.0,AUD,Bookstore Purchase,Completed,Debit Card,POS,REF1000000673,1000000041,Patricia Brown,BSB123456,Australia,0.0,Limits,Australia,0,
1000006187,2024-04-29 09:35:40,1000000004,Deposit,200.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000434,nil,nil,nil,nil,0.0,Limits,Busselton,0,
1000006188,2024-04-29 09:40:25,1000000020,Interest accrual,25.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000003004,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000006189,2024-04-29 09:45:55,1000000033,Interest accrual,15.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000004939,nil,nil,nil,nil,0.0,Limits,Geraldton,0,
1000006190,2024-04-29 09:50:20,1000000013,Withdrawal,120.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000001834,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006191,2024-04-29 10:25:50,1000000037,Interest accrual,60.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000005477,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000006192,2024-04-29 11:10:30,1000000009,Deposit,40.0,AUD,Investment Dividend Deposit,Completed,Electronic Transfer,Online Banking,REF1000001235,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006193,2024-04-29 11:20:55,1000000044,Deposit,600.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006335,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000006194,2024-04-29 11:20:55,1000000045,Deposit,350.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006636,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000006195,2024-04-29 11:40:10,1000000031,Withdrawal,350.0,AUD,Travel Cash Withdrawal,Completed,ATM,In-branch,REF1000004685,nil,nil,nil,nil,3.5,Authentication,Australia,0,
1000006196,2024-04-29 11:40:55,1000000049,Withdrawal,250.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000007325,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006197,2024-04-29 11:45:55,1000000010,Deposit,120.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000001415,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000006198,2024-04-29 11:50:25,1000000039,Transfer,250.0,AUD,Charity Donation Transfer,Completed,Electronic Transfer,Online Banking,REF1000005705,1000000038,Raymond Thompson,BSB123123,Australia,2.5,Limits,Australia,0,
1000006199,2024-04-29 11:50:30,1000000025,Deposit,350.0,AUD,Bonus Reward,Completed,Electronic Transfer,Online Banking,REF1000003844,nil,nil,nil,nil,0.0,Authentication,Wagga Wagga,0,
1000006200,2024-04-29 11:55:10,1000000027,Withdrawal,120.0,AUD,Grocery Shopping,Completed,ATM,In-branch,REF1000004175,nil,nil,nil,nil,0.0,Authorisation workflow,Broome,0,
1000006201,2024-04-29 11:55:50,1000000033,Transfer,450.0,AUD,Shared expenses,Completed,Electronic Transfer,Online Banking,REF1000004924,1000000047,Samantha White,BSB789012,Australia,0.0,Limits,Australia,0,
1000006202,2024-04-29 11:55:55,1000000035,Withdrawal,180.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000005229,nil,nil,nil,nil,0.0,Authentication,Kalgoorlie,0,
1000006203,2024-04-29 11:55:55,1000000041,Purchase,90.0,AUD,Dining Out,Completed,Mobile Banking,POS,REF1000005944,1000000055,Nancy Wright,BSB123462,Australia,0.0,Limits,Perth,0,
1000006204,2024-04-29 12:40:30,1000000007,Transfer,200.0,AUD,Sibling Support,Completed,Online Banking,Online Banking,REF1000000794,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Limits,Hobart,0,
1000006205,2024-04-29 12:45:10,1000000032,Transfer,400.0,AUD,Charity Donation,Completed,Online Banking,Online Banking,REF1000004804,1000000035,Deborah Clark,BSB321654,Australia,5.0,Authorisation rule,Australia,0,
1000006206,2024-04-29 13:30:45,1000000005,Transfer,120.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000552,1000000042,Timothy Moore,BSB234567,Australia,0.0,Authorisation rule,Australia,0,
1000006207,2024-04-29 13:45:15,1000000049,Withdrawal,200.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000007340,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006208,2024-04-29 13:55:30,1000000009,Fee charge,3.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000001248,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006209,2024-04-29 14:10:40,1000000024,Interest accrual,8.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000003694,nil,nil,nil,nil,0.0,Authentication,Coffs Harbour,0,
1000006210,2024-04-29 14:20:55,1000000018,Interest accrual,25.0,AUD,Savings Interest,Completed,Authorisation workflow,Credit Card,REF1000002764,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006211,2024-04-29 14:30:15,1000000013,Transfer,200.0,AUD,Friend Reimbursement,Completed,Mobile Banking,Mobile Banking,REF1000001847,1000000034,Edward Davis,BSB321321,Australia,0.0,Limits,Australia,0,
1000006212,2024-04-29 14:40:25,1000000028,Transfer,180.0,AUD,Sibling Transfer,Completed,Online Banking,Online Banking,REF1000004325,1000000044,Brandon Miller,BSB456789,Australia,0.0,Authentication,Australia,0,
1000006213,2024-04-29 15:40:25,1000000025,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000003857,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006214,2024-04-29 16:40:35,1000000037,Withdrawal,180.0,AUD,Shopping Emergency,Completed,ATM,In-branch,REF1000005464,nil,nil,nil,nil,2.5,Authorisation rule,Albany,0,
1000006215,2024-04-29 16:40:40,1000000002,Failed,110.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000000195,nil,nil,nil,nil,3.5,Authentication,Australia,0,
1000006216,2024-04-29 17:55:10,1000000023,Interest accrual,8.0,AUD,Savings Interest,Completed,Authorisation workflow,Credit Card,REF1000003575,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000006217,2024-04-30 09:15:00,1000000026,Transfer,900.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007777,1000000019,Susan Martin,BSB901234,Australia,9.0,Authentication,"Melbourne, Australia",1,
1000006218,2024-04-30 09:50:30,1000000025,Withdrawal,120.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000003858,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006219,2024-04-30 10:05:35,1000000031,Withdrawal,150.0,AUD,Emergency Cash Withdrawal,Completed,ATM,ATM,REF1000004700,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006220,2024-04-30 10:05:50,1000000044,Deposit,600.0,AUD,Bonus Deposit,Completed,Online Banking,Online Banking,REF1000006350,nil,nil,nil,nil,0.0,Authentication,Darwin,0,
1000006221,2024-04-30 12:20:30,1000000013,Fee charge,15.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000001848,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000006222,2024-04-30 12:45:50,1000000034,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000005063,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006223,2024-04-30 14:00:50,1000000023,Deposit,250.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000003590,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006224,2024-04-30 15:40:25,1000000009,Interest accrual,2.5,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000001249,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000006225,2024-04-30 19:30:50,1000000035,Transfer,250.0,AUD,Family Transfer,Completed,Mobile Banking,Mobile Banking,REF1000005244,1000000015,Michelle King,BSB567890,Australia,0.0,Authorisation workflow,Australia,0,
1000006226,2024-05-01 09:15:30,1000000001,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000091,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006227,2024-05-01 09:15:30,1000000002,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000211,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006228,2024-05-01 09:15:30,1000000003,Deposit,50.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000331,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006229,2024-05-01 09:15:30,1000000004,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000450,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006230,2024-05-01 09:15:30,1000000005,Deposit,50.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000570,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006231,2024-05-01 09:15:30,1000000005,Deposit,100.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000586,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006232,2024-05-01 09:15:30,1000000006,Deposit,200.0,AUD,Scholarship Deposit,Completed,Electronic Transfer,Online Banking,REF1000000690,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006233,2024-05-01 09:15:30,1000000007,Deposit,300.0,AUD,Income Deposit,Completed,Electronic Transfer,Online Banking,REF1000000810,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006234,2024-05-01 09:15:30,1000000008,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000000942,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006235,2024-05-01 09:15:30,1000000009,Deposit,50.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000001250,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006236,2024-05-01 09:15:30,1000000009,Deposit,50.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000001271,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006237,2024-05-01 09:15:30,1000000010,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001432,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006238,2024-05-01 09:15:30,1000000010,Deposit,200.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001448,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006239,2024-05-01 09:15:30,1000000011,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001552,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006240,2024-05-01 09:15:30,1000000012,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001730,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006241,2024-05-01 09:15:30,1000000012,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001751,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006242,2024-05-01 09:15:30,1000000013,Deposit,50.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001966,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006243,2024-05-01 09:15:30,1000000013,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001981,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006244,2024-05-01 09:15:30,1000000014,Deposit,150.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002182,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006245,2024-05-01 09:15:30,1000000014,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002201,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006246,2024-05-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002361,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006247,2024-05-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002377,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006248,2024-05-01 09:15:30,1000000016,Deposit,150.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002481,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006249,2024-05-01 09:15:30,1000000017,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002601,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006250,2024-05-01 09:15:30,1000000018,Deposit,300.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002782,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006251,2024-05-01 09:15:30,1000000018,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002801,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006252,2024-05-01 09:15:30,1000000019,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002900,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006253,2024-05-01 09:15:30,1000000020,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003020,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006254,2024-05-01 09:15:30,1000000020,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003041,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006255,2024-05-01 09:15:30,1000000021,Deposit,100.0,AUD,Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003332,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006256,2024-05-01 09:15:30,1000000022,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003470,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006257,2024-05-01 09:15:30,1000000023,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003591,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006258,2024-05-01 09:15:30,1000000024,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003710,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006259,2024-05-01 09:15:30,1000000024,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003725,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006260,2024-05-01 09:15:30,1000000025,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003859,nil,nil,nil,nil,0.0,Authentication,Wagga Wagga,0,
1000006261,2024-05-01 09:15:30,1000000025,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003875,nil,nil,nil,nil,0.0,Authentication,Wagga Wagga,0,
1000006262,2024-05-01 09:15:30,1000000026,Deposit,200.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004071,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006263,2024-05-01 09:15:30,1000000027,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004191,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006264,2024-05-01 09:15:30,1000000027,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004204,nil,nil,nil,nil,0.0,Authentication,Port Macquarie,0,
1000006265,2024-05-01 09:15:30,1000000028,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004341,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006266,2024-05-01 09:15:30,1000000028,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004357,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006267,2024-05-01 09:15:30,1000000029,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004461,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006268,2024-05-01 09:15:30,1000000030,Deposit,500.0,AUD,Income Deposit,Completed,Electronic Transfer,Online Banking,REF1000004581,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006269,2024-05-01 09:15:30,1000000030,Deposit,500.0,AUD,Income Deposit,Completed,Electronic Transfer,Online Banking,REF1000004596,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006270,2024-05-01 09:15:30,1000000030,Deposit,500.0,AUD,Income Deposit,Completed,Electronic Transfer,Online Banking,REF1000004600,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006271,2024-05-01 09:15:30,1000000031,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000004701,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006272,2024-05-01 09:15:30,1000000032,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004820,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006273,2024-05-01 09:15:30,1000000033,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004940,nil,nil,nil,nil,0.0,Authentication,Geraldton,0,
1000006274,2024-05-01 09:15:30,1000000033,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004960,nil,nil,nil,nil,0.0,Authentication,Geraldton,0,
1000006275,2024-05-01 09:15:30,1000000034,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005064,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006276,2024-05-01 09:15:30,1000000034,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005080,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006277,2024-05-01 09:15:30,1000000035,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005245,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006278,2024-05-01 09:15:30,1000000036,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005360,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006279,2024-05-01 09:15:30,1000000037,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005481,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000006280,2024-05-01 09:15:30,1000000038,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005601,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006281,2024-05-01 09:15:30,1000000039,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000005721,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006282,2024-05-01 09:15:30,1000000040,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005840,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006283,2024-05-01 09:15:30,1000000041,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005960,nil,nil,nil,nil,0.0,Authentication,Perth,0,
1000006284,2024-05-01 09:15:30,1000000042,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000006080,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006285,2024-05-01 09:15:30,1000000043,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000006230,nil,nil,nil,nil,0.0,Authentication,Hobart,0,
1000006286,2024-05-01 09:15:30,1000000044,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000006351,nil,nil,nil,nil,0.0,Authentication,Darwin,0,
1000006287,2024-05-01 09:15:30,1000000044,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000006372,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006288,2024-05-01 09:15:30,1000000045,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000006652,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000006289,2024-05-01 09:15:30,1000000046,Deposit,500.0,AUD,Scholarship Deposit,Completed,Electronic Transfer,Online Banking,REF1000006922,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006290,2024-05-01 09:15:30,1000000047,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000007041,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006291,2024-05-01 09:15:30,1000000048,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000007161,nil,nil,nil,nil,0.0,Authentication,Brisbane,0,
1000006292,2024-05-01 09:15:30,1000000049,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000007341,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006293,2024-05-01 09:15:30,1000000049,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000007357,nil,nil,nil,nil,0.0,Authentication,Melbourne,0,
1000006294,2024-05-01 09:15:30,1000000050,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000007462,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006295,2024-05-01 09:15:30,1000000050,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000007478,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006296,2024-05-01 10:30:00,1000000046,Transfer,1200.0,AUD,Fund Transfer,Completed,Electronic Transfer,Online Banking,REF1000007778,1000000029,Rebecca Martinez,BSB123464,Australia,12.0,Authentication,"Perth, Australia",1,
1000006297,2024-05-01 14:30:30,1000000008,Withdrawal,25.0,AUD,Lunch Expense,Completed,Debit Card,In-branch,REF1000000957,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006298,2024-05-01 14:30:30,1000000022,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000003485,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000006299,2024-05-01 22:20:49,1000000009,Transfer,1190.0,AUD,Fund Transfer,Completed,Online,Mobile Banking,REF1000007549,1000000050,Jeremy Martin,BSB012345,Australia,12.0,Authentication,"Sydney, Australia",1,
